OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,COUNT_ALL_RACES_ETHNICITIES,COUNT_ASIAN_PI_NH,COUNT_BLACK_NH,COUNT_HISPANIC,COUNT_MULTIRACIAL_NH,COUNT_WHITE_NH,PERCENT_ASIAN_PI_NH,PERCENT_BLACK_NH,PERCENT_HISPANIC,PERCENT_MULTIRACIAL_NH,PERCENT_WHITE_NH,Shape__Area,Shape__Length
356,42101037200,2010,Census tract,4244,645,231,223,59,3079,15.19792648,5.44297832,5.25447691,1.39019793,72.54948162,1750189.07421875,6662.076320844
357,42101037300,2010,Census tract,5137,262,526,113,32,4183,5.10025307,10.23943936,2.19972747,0.62293167,81.42884952,4653971.06640625,12061.8020505058
358,42101037500,2010,Census tract,3771,185,1416,158,108,1880,4.90586051,37.54972156,4.18987006,2.86396181,49.85415009,1746518.87109375,7810.52634984585
359,42101037600,2010,Census tract,2986,608,1003,257,54,1032,20.36168788,33.59008707,8.60683188,1.80843938,34.561286,1222412.40625,4704.67804305323
360,42101037700,2010,Census tract,5635,217,2637,900,86,1768,3.85093168,46.79680568,15.97160603,1.52617569,31.37533274,1256541.9375,4578.10785546555
361,42101037800,2010,Census tract,2504,44,94,167,30,2167,1.7571885,3.75399361,6.66932907,1.19808307,86.54153355,9566825.453125,16775.7625099223
362,42101037900,2010,Census tract,5315,70,44,162,62,4966,1.31702728,0.82784572,3.04797742,1.16650988,93.43367827,2344655.44921875,7387.91590558607
363,42101038000,2010,Census tract,2375,19,226,460,30,1630,0.8,9.51578947,19.36842105,1.26315789,68.63157895,1492319.8203125,6210.07470004695
364,42101038100,2010,Census tract,833,2,218,160,16,435,0.24009604,26.17046819,19.20768307,1.92076831,52.22088836,8465076.12890625,17175.4507636152
365,42101038200,2010,Census tract,2631,24,356,740,47,1448,0.91220068,13.53097681,28.12618776,1.78639301,55.03610794,3163702.23828125,9683.00829347096
366,42101038300,2010,Census tract,4157,32,1365,2426,38,291,0.7697859,32.83617994,58.35939379,0.91412076,7.00024056,5229794.078125,10958.273449528
367,42101038400,2010,Census tract,2437,93,175,54,32,2080,3.81616742,7.1809602,2.21583915,1.31308986,85.3508412,3880814.8984375,13719.4883976582
368,42101038500,2010,Census tract,1888,69,91,45,28,1644,3.65466102,4.81991525,2.38347458,1.48305085,87.07627119,2327443.359375,9604.54391871473
369,42101038600,2010,Census tract,1320,21,165,26,23,1078,1.59090909,12.5,1.96969697,1.74242424,81.66666667,5731720.46484375,15895.5719017737
370,42101038700,2010,Census tract,2348,49,287,72,44,1888,2.08688245,12.22316865,3.06643952,1.87393526,80.4088586,3551082.95703125,9532.7648784079
371,42101038800,2010,Census tract,3718,91,1204,140,123,2147,2.44755245,32.38300161,3.7654653,3.30823023,57.74610005,2385714.140625,7154.06783038677
372,42101038900,2010,Census tract,3080,6,2786,99,69,114,0.19480519,90.45454545,3.21428571,2.24025974,3.7012987,2188191.484375,6279.72648736557
373,42101039000,2010,Census tract,8154,264,4537,1935,134,1239,3.23767476,55.64140299,23.73068433,1.64336522,15.19499632,3472212.33984375,8761.97440778703
374,42101980000,2010,Census tract,601,77,137,32,20,334,12.81198003,22.7953411,5.32445923,3.32778702,55.57404326,17807735.7148438,27694.5816370217
375,42101980100,2010,Census tract,74,1,4,6,2,61,1.35135135,5.40540541,8.10810811,2.7027027,82.43243243,10070131.1835938,39507.9518002768
376,42101980200,2010,Census tract,504,8,10,12,0,474,1.58730159,1.98412698,2.38095238,0,94.04761905,9217291.44921875,34837.6763396353
377,42101980300,2010,Census tract,2,0,0,0,0,2,0,0,0,0,100,13031034.2929688,14608.5857270366
378,42101980400,2010,Census tract,0,0,0,0,0,0,,,,,,5056502.00390625,13028.956048312
379,42101980500,2010,Census tract,0,0,0,0,0,0,,,,,,709270.92578125,3490.59849335105
380,42101980600,2010,Census tract,0,0,0,0,0,0,,,,,,2189298.25390625,8458.21056789403
381,42101980700,2010,Census tract,5,1,3,1,0,0,20,60,20,0,0,12784666.921875,19411.7109798505
382,42101980800,2010,Census tract,6,0,1,0,1,4,0,16.66666667,0,16.66666667,66.66666667,3700754.921875,16463.1675781973
383,42101980900,2010,Census tract,30,0,18,2,1,9,0,60,6.66666667,3.33333333,30,34980022.6132813,40164.9614984965
384,42101989100,2010,Census tract,7765,51,5469,1231,8,975,0.6567933,70.43142305,15.85318738,0.1030264,12.55634256,7015885.8203125,12280.1211725655
